uid,variant_number,dt,signup_date
24139,0,2019-02-06,2017-09-17
24140,0,2019-02-06,2017-10-21
24141,0,2019-02-06,2016-01-13
24142,0,2019-02-06,2012-11-05
24143,0,2019-02-06,2018-10-03
24144,0,2019-02-06,2017-09-21
24145,0,2019-02-06,2019-01-16
24146,0,2019-02-06,2014-01-10
24147,0,2019-02-06,2018-01-20
24148,0,2019-02-06,2017-09-21
24149,0,2019-02-06,2013-09-29
24150,0,2019-02-06,2016-09-18
24151,0,2019-02-06,2015-06-03
24152,0,2019-02-06,2019-01-30
24153,0,2019-02-06,2014-05-10
24154,0,2019-02-06,2018-04-05
24155,0,2019-02-06,2019-01-09
24156,0,2019-02-06,2018-12-02
24157,0,2019-02-06,2015-02-27
24158,0,2019-02-06,2016-08-13
24159,0,2019-02-06,2018-01-26
24160,0,2019-02-06,2017-03-18
24161,0,2019-02-06,2018-11-30
24162,0,2019-02-06,2017-05-20
24163,0,2019-02-06,2015-06-15
24164,0,2019-02-06,2019-02-03
24165,0,2019-02-06,2018-05-11
24166,0,2019-02-06,2017-01-18
24167,0,2019-02-06,2015-02-08
24168,0,2019-02-06,2018-07-21
24169,0,2019-02-06,2018-12-27
24170,0,2019-02-06,2019-01-23
24171,0,2019-02-06,2014-04-05
24172,0,2019-02-06,2017-05-23
24173,0,2019-02-06,2018-08-02
24174,0,2019-02-06,2015-12-26
24175,0,2019-02-06,2018-02-11
24176,0,2019-02-06,2018-08-27
24177,0,2019-02-06,2018-10-24
24178,0,2019-02-06,2017-03-26
24179,0,2019-02-06,2015-07-10
24180,0,2019-02-06,2018-02-28
24181,0,2019-02-06,2017-06-03
24182,0,2019-02-06,2017-04-10
24183,0,2019-02-06,2017-04-29
24184,0,2019-02-06,2017-06-18
24185,0,2019-02-06,2017-01-15
24186,0,2019-02-06,2016-07-30
24187,0,2019-02-06,2018-03-04
24188,0,2019-02-06,2013-10-18
24189,0,2019-02-06,2018-04-20
24190,0,2019-02-06,2017-12-18
24191,0,2019-02-06,2017-04-09
24192,0,2019-02-06,2014-07-19
24193,0,2019-02-06,2019-01-08
24194,0,2019-02-06,2017-04-12
24195,0,2019-02-06,2018-07-07
24196,0,2019-02-06,2016-01-27
24197,0,2019-02-06,2018-11-02
24198,0,2019-02-06,2017-01-30
24199,0,2019-02-06,2019-02-01
24200,0,2019-02-06,2019-02-03
24201,0,2019-02-06,2017-10-09
24202,0,2019-02-06,2018-08-13
24203,0,2019-02-06,2014-02-13
24204,0,2019-02-06,2018-11-25
24205,0,2019-02-06,2019-02-02
24206,0,2019-02-06,2016-06-30
24207,0,2019-02-06,2017-09-25
24208,0,2019-02-06,2017-01-27
24209,0,2019-02-06,2016-04-10
24210,0,2019-02-06,2014-09-25
24211,0,2019-02-06,2015-06-04
24212,0,2019-02-06,2018-03-18
24213,0,2019-02-06,2018-08-15
24214,0,2019-02-06,2019-01-30
24215,0,2019-02-06,2013-05-04
24216,0,2019-02-06,2018-01-30
24217,0,2019-02-06,2017-07-10
24218,0,2019-02-06,2018-07-15
24219,0,2019-02-06,2018-05-11
24220,0,2019-02-06,2017-09-08
24221,0,2019-02-06,2012-05-09
24222,0,2019-02-06,2018-07-24
24223,0,2019-02-06,2018-11-27
24224,0,2019-02-06,2018-07-07
24225,0,2019-02-06,2014-05-05
24226,0,2019-02-06,2018-11-09
24227,0,2019-02-06,2018-11-02
24228,0,2019-02-06,2016-01-06
24229,0,2019-02-06,2017-10-28
24230,0,2019-02-06,2018-08-29
24231,0,2019-02-06,2015-07-17
24232,0,2019-02-06,2017-06-21
24233,0,2019-02-06,2016-06-02
24234,0,2019-02-06,2019-01-17
24235,0,2019-02-06,2019-02-03
24236,0,2019-02-06,2016-04-07
24237,0,2019-02-06,2018-01-02
24238,0,2019-02-06,2018-08-17
24239,0,2019-02-06,2017-04-12
24240,0,2019-02-06,2014-08-14
24241,0,2019-02-06,2019-01-08
24242,0,2019-02-06,2019-01-17
24243,0,2019-02-06,2018-08-06
24244,0,2019-02-06,2017-08-18
24245,0,2019-02-06,2018-06-06
24246,0,2019-02-06,2018-03-25
24247,0,2019-02-06,2017-03-02
24248,0,2019-02-06,2017-01-06
24249,0,2019-02-06,2018-01-26
24250,0,2019-02-06,2017-04-21
24251,0,2019-02-06,2017-09-26
24252,0,2019-02-06,2019-01-31
24253,0,2019-02-06,2013-03-18
24254,0,2019-02-06,2016-11-09
24255,0,2019-02-06,2016-01-26
24256,0,2019-02-06,2019-01-25
24257,0,2019-02-06,2017-12-04
24258,0,2019-02-06,2018-11-09
24259,0,2019-02-06,2013-11-16
24260,0,2019-02-06,2017-08-11
24261,0,2019-02-06,2019-01-11
24262,0,2019-02-06,2016-05-23
24263,0,2019-02-06,2018-01-19
24264,0,2019-02-06,2019-01-25
24265,0,2019-02-06,2016-06-22
24266,0,2019-02-06,2018-01-22
24267,0,2019-02-06,2013-03-14
24268,0,2019-02-06,2018-11-05
24269,0,2019-02-06,2016-05-16
24270,0,2019-02-06,2018-12-29
24271,0,2019-02-06,2018-06-23
24272,0,2019-02-06,2018-05-14
24273,0,2019-02-06,2019-01-27
24274,0,2019-02-06,2017-12-30
24275,0,2019-02-06,2016-11-12
24276,0,2019-02-06,2017-01-15
24277,0,2019-02-06,2018-12-09
24278,0,2019-02-06,2016-02-28
24279,0,2019-02-06,2019-01-20
24280,0,2019-02-06,2019-01-31
24281,0,2019-02-06,2015-05-26
24282,0,2019-02-06,2018-06-29
24283,0,2019-02-06,2017-05-24
24284,0,2019-02-06,2017-10-06
24285,0,2019-02-06,2018-02-04
24286,0,2019-02-06,2019-01-02
24287,0,2019-02-06,2019-01-30
24288,0,2019-02-06,2019-01-18
24289,0,2019-02-06,2018-12-14
24290,0,2019-02-06,2016-03-03
24291,0,2019-02-06,2011-01-20
24292,0,2019-02-06,2018-04-18
24293,0,2019-02-06,2018-10-05
24294,0,2019-02-06,2016-09-27
24295,0,2019-02-06,2018-09-13
24296,0,2019-02-06,2018-06-13
24297,0,2019-02-06,2015-11-28
24298,0,2019-02-06,2016-12-09
24299,0,2019-02-06,2012-08-20
24300,0,2019-02-06,2014-01-12
24301,0,2019-02-06,2013-11-09
24302,0,2019-02-06,2016-05-04
24303,0,2019-02-06,2018-07-05
24304,0,2019-02-06,2016-06-02
24305,0,2019-02-06,2016-07-07
24306,0,2019-02-06,2018-02-06
24307,0,2019-02-06,2018-11-28
24308,0,2019-02-06,2014-06-11
24309,0,2019-02-06,2017-04-21
24310,0,2019-02-06,2016-06-18
24311,0,2019-02-06,2016-01-21
24312,0,2019-02-06,2018-10-28
24313,0,2019-02-06,2018-12-29
24314,0,2019-02-06,2018-12-01
24315,0,2019-02-06,2017-04-26
24316,0,2019-02-06,2013-04-10
24317,0,2019-02-06,2019-01-09
24318,0,2019-02-06,2018-01-11
24319,0,2019-02-06,2017-10-06
24320,0,2019-02-06,2016-07-26
24321,0,2019-02-06,2017-08-07
24322,0,2019-02-06,2018-10-14
24323,0,2019-02-06,2018-10-24
24324,0,2019-02-06,2018-12-30
24325,0,2019-02-06,2017-11-08
24326,0,2019-02-06,2017-12-26
24327,0,2019-02-06,2018-05-01
24328,0,2019-02-06,2019-01-31
24329,0,2019-02-06,2016-11-08
24330,0,2019-02-06,2019-01-11
24331,0,2019-02-06,2017-09-08
24332,0,2019-02-06,2018-03-25
24333,0,2019-02-06,2018-08-03
24334,0,2019-02-06,2015-03-21
24335,0,2019-02-06,2018-12-18
24336,0,2019-02-06,2019-01-19
24337,0,2019-02-06,2018-11-12
24338,0,2019-02-06,2016-12-21
24339,0,2019-02-06,2016-02-26
24340,0,2019-02-06,2018-12-17
24341,0,2019-02-06,2016-05-01
24342,0,2019-02-06,2015-03-10
24343,0,2019-02-06,2019-01-28
24344,0,2019-02-06,2018-05-03
24345,0,2019-02-06,2018-10-13
24346,0,2019-02-06,2017-06-17
24347,0,2019-02-06,2016-08-26
24348,0,2019-02-06,2013-12-30
24349,0,2019-02-06,2017-03-15
24350,0,2019-02-06,2018-12-04
24351,0,2019-02-06,2018-11-25
24352,0,2019-02-06,2016-01-11
24353,0,2019-02-06,2018-01-05
24354,0,2019-02-06,2013-04-27
24355,0,2019-02-06,2018-07-09
24356,0,2019-02-06,2013-05-14
24357,0,2019-02-06,2019-01-20
24358,0,2019-02-06,2015-02-17
24359,0,2019-02-06,2018-03-09
24360,0,2019-02-06,2015-07-09
24361,0,2019-02-06,2017-08-19
24362,0,2019-02-06,2016-12-28
24363,0,2019-02-06,2018-05-16
24364,0,2019-02-06,2017-06-21
24365,0,2019-02-06,2019-01-25
24366,0,2019-02-06,2018-09-09
24367,0,2019-02-06,2018-12-25
24368,0,2019-02-06,2018-11-19
24369,0,2019-02-06,2018-11-24
24370,0,2019-02-06,2018-07-26
24371,0,2019-02-06,2019-01-24
24372,0,2019-02-06,2013-04-26
24373,0,2019-02-06,2019-01-23
24374,0,2019-02-06,2017-03-09
24375,0,2019-02-06,2019-01-07
24376,0,2019-02-06,2018-11-22
24377,0,2019-02-06,2017-03-04
24378,0,2019-02-06,2018-12-17
24379,0,2019-02-06,2018-11-23
24380,0,2019-02-06,2019-01-21
24381,0,2019-02-06,2013-08-05
24382,0,2019-02-06,2018-11-16
24383,0,2019-02-06,2018-12-20
24384,0,2019-02-06,2013-05-02
24385,0,2019-02-06,2016-07-05
24386,0,2019-02-06,2019-01-18
24387,0,2019-02-06,2019-02-01
24388,0,2019-02-06,2015-08-14
24389,0,2019-02-06,2014-11-04
24390,0,2019-02-06,2018-07-22
24391,0,2019-02-06,2015-01-01
24392,0,2019-02-06,2016-01-14
24393,0,2019-02-06,2018-12-15
24394,0,2019-02-06,2018-06-19
24395,0,2019-02-06,2015-08-23
24396,0,2019-02-06,2019-02-04
24397,0,2019-02-06,2016-05-25
24398,0,2019-02-06,2016-04-14
24399,0,2019-02-06,2016-02-17
24400,0,2019-02-06,2018-12-13
24401,0,2019-02-06,2018-05-26
24402,0,2019-02-06,2017-07-20
24403,0,2019-02-06,2016-12-31
24404,0,2019-02-06,2019-01-28
24405,0,2019-02-06,2018-08-16
24406,0,2019-02-06,2018-07-09
24407,0,2019-02-06,2017-01-31
24408,0,2019-02-06,2016-05-22
24409,0,2019-02-06,2018-09-22
24410,0,2019-02-06,2014-12-16
24411,0,2019-02-06,2018-08-04
24412,0,2019-02-06,2018-09-22
24413,0,2019-02-06,2018-06-28
24414,0,2019-02-06,2018-06-25
24415,0,2019-02-06,2018-09-03
24416,0,2019-02-06,2015-08-10
24417,0,2019-02-06,2016-10-22
24418,0,2019-02-06,2014-01-28
24419,0,2019-02-06,2016-12-08
24420,0,2019-02-06,2014-01-11
24421,0,2019-02-06,2017-03-06
24422,0,2019-02-06,2015-08-27
24423,0,2019-02-06,2016-07-22
24424,0,2019-02-06,2018-09-16
24425,0,2019-02-06,2016-02-10
24426,0,2019-02-06,2018-03-29
24427,0,2019-02-06,2018-11-19
24428,0,2019-02-06,2017-01-06
24429,0,2019-02-06,2017-12-29
24430,0,2019-02-06,2017-09-19
24431,0,2019-02-06,2017-12-12
24432,0,2019-02-06,2017-10-23
24433,0,2019-02-06,2018-12-03
24434,0,2019-02-06,2018-11-24
24435,0,2019-02-06,2018-06-23
24436,0,2019-02-06,2015-09-14
24437,0,2019-02-06,2018-10-28
24438,0,2019-02-06,2018-05-16
24439,0,2019-02-06,2014-09-28
24440,0,2019-02-06,2018-06-28
24441,0,2019-02-06,2019-01-17
24442,0,2019-02-06,2017-12-25
24443,0,2019-02-06,2013-08-01
24444,0,2019-02-06,2012-06-22
24445,0,2019-02-06,2018-09-05
24446,0,2019-02-06,2018-01-08
24447,0,2019-02-06,2019-01-14
24448,0,2019-02-06,2018-07-25
24449,0,2019-02-06,2019-01-23
24450,0,2019-02-06,2018-01-31
24451,0,2019-02-06,2013-12-23
24452,0,2019-02-06,2017-12-26
24453,0,2019-02-06,2013-01-31
24454,0,2019-02-06,2018-12-23
24455,0,2019-02-06,2014-07-23
24456,0,2019-02-06,2019-01-04
24457,0,2019-02-06,2017-05-09
24458,0,2019-02-06,2015-04-05
24459,0,2019-02-06,2018-08-07
24460,0,2019-02-06,2019-01-22
24461,0,2019-02-06,2018-05-28
24462,0,2019-02-06,2018-12-12
24463,0,2019-02-06,2015-11-11
24464,0,2019-02-06,2018-03-31
24465,0,2019-02-06,2014-06-23
24466,0,2019-02-06,2018-06-03
24467,0,2019-02-06,2018-10-02
24468,0,2019-02-06,2014-06-12
24469,0,2019-02-06,2018-01-26
24470,0,2019-02-06,2018-04-03
24471,0,2019-02-06,2017-01-16
24472,0,2019-02-06,2019-02-02
24473,0,2019-02-06,2018-09-22
24474,0,2019-02-06,2018-08-23
24475,0,2019-02-06,2017-02-08
24476,0,2019-02-06,2014-04-03
24477,0,2019-02-06,2017-02-17
24478,0,2019-02-06,2010-12-27
24479,0,2019-02-06,2018-10-02
24480,0,2019-02-06,2018-02-11
24481,0,2019-02-06,2018-04-26
24482,0,2019-02-06,2017-06-28
24483,0,2019-02-06,2016-03-03
24484,0,2019-02-06,2016-05-23
24485,0,2019-02-06,2016-02-14
24486,0,2019-02-06,2018-10-14
24487,0,2019-02-06,2014-07-03
24488,0,2019-02-06,2017-01-30
24489,0,2019-02-06,2018-10-09
24490,0,2019-02-06,2018-10-12
24491,0,2019-02-06,2017-09-26
24492,0,2019-02-06,2019-01-27
24493,0,2019-02-06,2017-12-24
24494,0,2019-02-06,2015-06-13
24495,0,2019-02-06,2018-08-27
24496,0,2019-02-06,2019-01-23
24497,0,2019-02-06,2019-02-01
24498,0,2019-02-06,2018-09-01
24499,0,2019-02-06,2018-08-23
24500,0,2019-02-06,2018-12-04
24501,0,2019-02-06,2018-07-12
24502,0,2019-02-06,2016-06-15
24503,0,2019-02-06,2016-04-17
24504,0,2019-02-06,2013-10-04
24505,0,2019-02-06,2014-10-30
24506,0,2019-02-06,2016-05-01
24507,0,2019-02-06,2016-05-03
24508,0,2019-02-06,2018-12-11
24509,0,2019-02-06,2015-08-24
24510,0,2019-02-06,2017-10-25
24511,0,2019-02-06,2016-11-19
24512,0,2019-02-06,2019-02-01
24513,0,2019-02-06,2018-06-21
24514,0,2019-02-06,2017-01-02
24515,0,2019-02-06,2017-10-26
24516,0,2019-02-06,2018-10-11
24517,0,2019-02-06,2017-09-24
24518,0,2019-02-06,2017-01-24
24519,0,2019-02-06,2016-12-01
24520,0,2019-02-06,2018-02-26
24521,0,2019-02-06,2018-05-14
24522,0,2019-02-06,2018-10-08
24523,0,2019-02-06,2018-06-23
24524,0,2019-02-06,2018-10-20
24525,0,2019-02-06,2017-11-24
24526,0,2019-02-06,2013-07-26
24527,0,2019-02-06,2018-06-25
24528,0,2019-02-06,2015-06-27
24529,0,2019-02-06,2018-06-11
24530,0,2019-02-06,2016-12-03
24531,0,2019-02-06,2018-09-29
24532,0,2019-02-06,2017-02-08
24533,0,2019-02-06,2018-12-30
24534,0,2019-02-06,2013-12-10
24535,0,2019-02-06,2017-12-04
24536,0,2019-02-06,2017-09-10
24537,0,2019-02-06,2016-01-31
24538,0,2019-02-06,2018-08-07
24539,0,2019-02-06,2018-12-26
24540,0,2019-02-06,2018-05-18
24541,0,2019-02-06,2014-06-21
24542,0,2019-02-06,2019-01-13
24543,0,2019-02-06,2018-04-07
24544,0,2019-02-06,2013-08-02
24545,0,2019-02-06,2013-04-27
24546,0,2019-02-06,2018-12-22
24547,0,2019-02-06,2018-03-14
24548,0,2019-02-06,2019-01-29
24549,0,2019-02-06,2017-07-27
24550,0,2019-02-06,2016-11-18
24551,0,2019-02-06,2019-01-29
24552,0,2019-02-06,2018-02-07
24553,0,2019-02-06,2019-01-11
24554,0,2019-02-06,2016-09-01
24555,0,2019-02-06,2019-01-25
24556,0,2019-02-06,2017-03-03
24557,0,2019-02-06,2012-10-21
24558,0,2019-02-06,2018-08-04
24559,0,2019-02-06,2018-08-24
24560,0,2019-02-06,2015-09-18
24561,0,2019-02-06,2016-11-08
24562,0,2019-02-06,2018-03-27
24563,0,2019-02-06,2018-12-13
24564,0,2019-02-06,2016-07-14
24565,0,2019-02-06,2019-01-21
24566,0,2019-02-06,2016-04-07
24567,0,2019-02-06,2017-01-09
24568,0,2019-02-06,2018-12-17
24569,0,2019-02-06,2017-02-10
24570,0,2019-02-06,2016-08-16
24571,0,2019-02-06,2017-05-13
24572,0,2019-02-06,2018-08-02
24573,0,2019-02-06,2019-01-07
24574,0,2019-02-06,2013-09-19
24575,0,2019-02-06,2018-08-29
24576,0,2019-02-06,2018-01-08
24577,0,2019-02-06,2018-04-22
24578,0,2019-02-06,2018-06-01
24579,0,2019-02-06,2016-07-30
24580,0,2019-02-06,2018-04-18
24581,0,2019-02-06,2018-01-25
24582,0,2019-02-06,2017-09-20
24583,0,2019-02-06,2018-10-16
24584,0,2019-02-06,2019-01-30
24585,0,2019-02-06,2018-07-26
24586,0,2019-02-06,2017-07-14
24587,0,2019-02-06,2016-03-29
24588,0,2019-02-06,2017-12-06
24589,0,2019-02-06,2018-06-03
24590,0,2019-02-06,2018-08-01
24591,0,2019-02-06,2018-11-18
24592,0,2019-02-06,2018-12-13
24593,0,2019-02-06,2017-07-07
24594,0,2019-02-06,2015-02-02
24595,0,2019-02-06,2019-01-08
24596,0,2019-02-06,2017-02-21
24597,0,2019-02-06,2019-01-26
24598,0,2019-02-06,2017-08-12
24599,0,2019-02-06,2016-03-02
24600,0,2019-02-06,2018-05-08
24601,0,2019-02-06,2014-07-23
24602,0,2019-02-06,2017-04-26
24603,0,2019-02-06,2015-07-05
24604,0,2019-02-06,2012-11-25
24605,0,2019-02-06,2019-01-26
24606,0,2019-02-06,2017-10-09
24607,0,2019-02-06,2018-04-02
24608,0,2019-02-06,2014-03-30
24609,0,2019-02-06,2018-02-04
24610,0,2019-02-06,2017-05-29
24611,0,2019-02-06,2018-06-27
24612,0,2019-02-06,2016-02-16
24613,0,2019-02-06,2018-08-11
24614,0,2019-02-06,2017-10-21
24615,0,2019-02-06,2013-02-15
24616,0,2019-02-06,2015-05-19
24617,0,2019-02-06,2015-12-31
24618,0,2019-02-06,2018-06-06
24619,0,2019-02-06,2016-08-22
24620,0,2019-02-06,2019-01-08
24621,0,2019-02-06,2018-04-18
24622,0,2019-02-06,2019-01-03
24623,0,2019-02-06,2016-06-06
24624,0,2019-02-06,2018-08-22
24625,0,2019-02-06,2019-01-13
24626,0,2019-02-06,2018-09-29
24627,0,2019-02-06,2017-05-13
24628,0,2019-02-06,2015-07-08
24629,0,2019-02-06,2017-02-03
24630,0,2019-02-06,2017-02-26
24631,0,2019-02-06,2019-01-23
24632,0,2019-02-06,2018-12-14
24633,0,2019-02-06,2017-01-31
24634,0,2019-02-06,2017-04-30
24635,0,2019-02-06,2015-08-20
24636,0,2019-02-06,2017-05-12
24637,0,2019-02-06,2018-05-20
24638,0,2019-02-06,2018-11-21
24639,0,2019-02-06,2016-08-21
24640,0,2019-02-06,2018-11-11
24641,0,2019-02-06,2019-01-24
24642,0,2019-02-06,2015-09-18
24643,0,2019-02-06,2017-12-01
24644,0,2019-02-06,2018-12-08
24645,0,2019-02-06,2016-04-19
24646,0,2019-02-06,2018-11-30
24647,0,2019-02-06,2018-07-22
24648,0,2019-02-06,2018-06-11
24649,0,2019-02-06,2012-09-15
24650,0,2019-02-06,2014-01-05
24651,0,2019-02-06,2017-09-05
24652,0,2019-02-06,2014-07-31
24653,0,2019-02-06,2018-01-14
24654,0,2019-02-06,2019-02-01
24655,0,2019-02-06,2015-04-02
24656,0,2019-02-06,2016-11-11
24657,0,2019-02-06,2018-04-13
24658,0,2019-02-06,2018-05-22
24659,0,2019-02-06,2018-11-19
24660,0,2019-02-06,2017-07-22
24661,0,2019-02-06,2018-03-14
24662,0,2019-02-06,2016-12-18
24663,0,2019-02-06,2016-11-22
24664,0,2019-02-06,2015-01-05
24665,0,2019-02-06,2018-11-28
24666,0,2019-02-06,2018-03-19
24667,0,2019-02-06,2018-11-06
24668,0,2019-02-06,2016-06-12
24669,0,2019-02-06,2019-02-04
24670,0,2019-02-06,2016-04-19
24671,0,2019-02-06,2018-09-29
24672,0,2019-02-06,2017-03-19
24673,0,2019-02-06,2017-04-07
24674,0,2019-02-06,2018-11-19
24675,0,2019-02-06,2017-05-08
24676,0,2019-02-06,2015-02-12
24677,0,2019-02-06,2018-01-13
24678,0,2019-02-06,2015-11-01
24679,0,2019-02-06,2016-09-03
24680,0,2019-02-06,2016-11-12
24681,0,2019-02-06,2015-08-31
24682,0,2019-02-06,2019-01-01
24683,0,2019-02-06,2016-06-27
24684,0,2019-02-06,2017-02-09
24685,0,2019-02-06,2011-08-18
24686,0,2019-02-06,2017-03-20
24687,0,2019-02-06,2018-11-19
24688,0,2019-02-06,2018-10-01
24689,0,2019-02-06,2017-02-08
24690,0,2019-02-06,2018-08-26
24691,0,2019-02-06,2016-11-22
24692,0,2019-02-06,2016-04-23
24693,0,2019-02-06,2010-12-29
24694,0,2019-02-06,2017-11-23
24695,0,2019-02-06,2018-07-27
24696,0,2019-02-06,2014-01-08
24697,0,2019-02-06,2018-04-10
24698,0,2019-02-06,2016-02-23
24699,0,2019-02-06,2018-12-21
24700,0,2019-02-06,2017-02-13
24701,0,2019-02-06,2018-08-10
24702,0,2019-02-06,2018-02-24
24703,0,2019-02-06,2018-07-17
24704,0,2019-02-06,2018-02-06
24705,0,2019-02-06,2013-10-31
24706,0,2019-02-06,2017-04-23
24707,0,2019-02-06,2016-09-11
24708,0,2019-02-06,2017-10-11
24709,0,2019-02-06,2016-12-16
24710,0,2019-02-06,2015-06-23
24711,0,2019-02-06,2018-12-01
24712,0,2019-02-06,2018-05-26
24713,0,2019-02-06,2016-06-10
24714,0,2019-02-06,2018-10-09
24715,0,2019-02-06,2016-12-01
24716,0,2019-02-06,2019-01-10
24717,0,2019-02-06,2014-06-07
24718,0,2019-02-06,2018-12-29
24719,0,2019-02-06,2019-01-16
24720,0,2019-02-06,2018-07-08
24721,0,2019-02-06,2018-04-30
24722,0,2019-02-06,2016-07-30
24723,0,2019-02-06,2012-11-10
24724,0,2019-02-06,2019-01-02
24725,0,2019-02-06,2018-05-28
24726,0,2019-02-06,2016-02-05
24727,0,2019-02-06,2018-02-20
24728,0,2019-02-06,2019-02-03
24729,0,2019-02-06,2016-06-07
24730,0,2019-02-06,2019-01-03
24731,0,2019-02-06,2019-01-28
24732,0,2019-02-06,2016-11-23
24733,0,2019-02-06,2013-03-23
24734,0,2019-02-06,2018-07-13
24735,0,2019-02-06,2018-09-04
24736,0,2019-02-06,2017-09-22
24737,0,2019-02-06,2018-11-09
24738,0,2019-02-06,2018-01-25
24739,0,2019-02-06,2015-06-03
24740,0,2019-02-06,2018-08-16
24741,0,2019-02-06,2012-01-07
24742,0,2019-02-06,2018-04-09
24743,0,2019-02-06,2018-11-12
24744,0,2019-02-06,2018-11-30
24745,0,2019-02-06,2017-07-24
24746,0,2019-02-06,2017-01-11
24747,0,2019-02-06,2016-01-30
24748,0,2019-02-06,2015-11-02
24749,0,2019-02-06,2018-11-07
24750,0,2019-02-06,2017-03-31
24751,0,2019-02-06,2019-01-15
24752,0,2019-02-06,2018-03-05
24753,0,2019-02-06,2014-03-16
24754,0,2019-02-06,2017-11-14
24755,0,2019-02-06,2018-06-02
24756,0,2019-02-06,2017-10-06
24757,0,2019-02-06,2013-05-06
24758,0,2019-02-06,2018-01-14
24759,0,2019-02-06,2016-10-08
24760,0,2019-02-06,2018-10-12
24761,0,2019-02-06,2018-07-15
24762,0,2019-02-06,2017-10-09
24763,0,2019-02-06,2016-06-26
24764,0,2019-02-06,2016-11-27
24765,0,2019-02-06,2015-05-14
24766,0,2019-02-06,2015-08-15
24767,0,2019-02-06,2019-01-28
24768,0,2019-02-06,2018-12-21
24769,0,2019-02-06,2018-12-25
24770,0,2019-02-06,2017-08-27
24771,0,2019-02-06,2018-06-28
24772,0,2019-02-06,2016-08-04
24773,0,2019-02-06,2014-09-07
24774,0,2019-02-06,2018-04-26
24775,0,2019-02-06,2016-11-09
24776,0,2019-02-06,2019-01-28
24777,0,2019-02-06,2018-06-15
24778,0,2019-02-06,2016-08-31
24779,0,2019-02-06,2015-11-02
24780,0,2019-02-06,2018-03-08
24781,0,2019-02-06,2018-11-11
24782,0,2019-02-06,2016-10-17
24783,0,2019-02-06,2018-02-22
24784,0,2019-02-06,2018-11-01
24785,0,2019-02-06,2019-01-24
24786,0,2019-02-06,2018-09-07
24787,0,2019-02-06,2017-03-09
24788,0,2019-02-06,2016-02-09
24789,0,2019-02-06,2018-01-21
24790,0,2019-02-06,2018-12-07
24791,0,2019-02-06,2017-08-07
24792,0,2019-02-06,2018-03-17
24793,0,2019-02-06,2019-02-01
24794,0,2019-02-06,2017-06-18
24795,0,2019-02-06,2018-10-05
24796,0,2019-02-06,2018-06-29
24797,0,2019-02-06,2017-05-06
24798,0,2019-02-06,2018-07-15
24799,0,2019-02-06,2018-12-02
24800,0,2019-02-06,2018-08-18
24801,0,2019-02-06,2018-06-21
24802,0,2019-02-06,2016-08-02
24803,0,2019-02-06,2015-12-13
24804,0,2019-02-06,2016-08-29
24805,0,2019-02-06,2017-10-15
24806,0,2019-02-06,2017-03-02
24807,0,2019-02-06,2019-01-09
24808,0,2019-02-06,2019-01-23
24809,0,2019-02-06,2016-09-24
24810,0,2019-02-06,2016-07-11
24811,0,2019-02-06,2019-01-21
24812,0,2019-02-06,2016-05-16
24813,0,2019-02-06,2018-12-22
24814,0,2019-02-06,2018-11-15
24815,0,2019-02-06,2016-11-24
24816,0,2019-02-06,2016-07-06
24817,0,2019-02-06,2017-04-16
24818,0,2019-02-06,2016-04-13
24819,0,2019-02-06,2016-12-08
24820,0,2019-02-06,2018-06-04
24821,0,2019-02-06,2018-08-27
24822,0,2019-02-06,2016-01-17
24823,0,2019-02-06,2017-09-10
24824,0,2019-02-06,2014-04-17
24825,0,2019-02-06,2019-02-01
24826,0,2019-02-06,2019-01-08
24827,0,2019-02-06,2018-11-07
24828,0,2019-02-06,2016-09-04
24829,0,2019-02-06,2018-08-06
24830,0,2019-02-06,2016-10-16
24831,0,2019-02-06,2018-11-20
24832,0,2019-02-06,2019-01-06
24833,0,2019-02-06,2018-12-15
24834,0,2019-02-06,2016-05-20
24835,0,2019-02-06,2019-01-09
24836,0,2019-02-06,2018-11-06
24837,0,2019-02-06,2018-12-14
24838,0,2019-02-06,2016-04-28
24839,0,2019-02-06,2017-09-17
24840,0,2019-02-06,2018-09-15
24841,0,2019-02-06,2013-09-19
24842,0,2019-02-06,2018-02-23
24843,0,2019-02-06,2017-11-06
24844,0,2019-02-06,2018-12-13
24845,0,2019-02-06,2018-11-11
24846,0,2019-02-06,2018-07-16
24847,0,2019-02-06,2014-03-19
24848,0,2019-02-06,2016-02-10
24849,0,2019-02-06,2014-04-15
24850,0,2019-02-06,2017-06-03
24851,0,2019-02-06,2015-12-01
24852,0,2019-02-06,2016-08-31
24853,0,2019-02-06,2018-09-20
24854,0,2019-02-06,2018-12-11
24855,0,2019-02-06,2018-03-02
24856,0,2019-02-06,2016-09-30
24857,0,2019-02-06,2017-05-20
24858,0,2019-02-06,2018-04-13
24859,0,2019-02-06,2018-01-28
24860,0,2019-02-06,2017-01-26
24861,0,2019-02-06,2018-11-02
24862,0,2019-02-06,2019-02-01
24863,0,2019-02-06,2018-08-04
24864,0,2019-02-06,2018-06-16
24865,0,2019-02-06,2018-11-01
24866,0,2019-02-06,2019-01-23
24867,0,2019-02-06,2018-07-03
24868,0,2019-02-06,2014-01-28
24869,0,2019-02-06,2016-09-29
24870,0,2019-02-06,2012-02-02
24871,0,2019-02-06,2017-10-23
24872,0,2019-02-06,2013-04-19
24873,0,2019-02-06,2016-04-01
24874,0,2019-02-06,2016-04-14
